id,name,catg,year
108255,Super Mario Bros. ,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi|Thriller,1993
108258,Surf Ninjas ,Action|Adventure|Comedy|Family,1993
108308,Teenage Mutant Ninja Turtles III ,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,1993
108327,The Thing Called Love ,Drama|Music|Romance,1993
108330,This Boy's Life ,Biography|Drama,1993
108333,The Three Musketeers ,Action|Adventure|Comedy|Family|Romance,1993
108358,Tombstone ,Action|Drama|History|Romance|Western,1993
108394,Trois couleurs: Bleu ,Drama|Music|Mystery|Romance,1993
108399,True Romance ,Crime|Thriller,1993
108473,The Vanishing ,Drama|Mystery|Thriller,1993
108525,Wayne's World 2 ,Comedy|Music,1993
108550,What's Eating Gilbert Grape ,Drama,1993
108551,What's Love Got to Do with It ,Biography|Drama|Music,1993
108583,Wittgenstein ,Biography|Comedy|Drama|History,1993
108598,Wallace & Gromit in The Wrong Trousers ,Animation|Short|Comedy|Crime|Family,1993
108614,San lau sing woo dip gim ,Action|Adventure|Fantasy|Romance,1993
109035,Above the Rim ,Crime|Drama|Sport,1994
109040,Ace Ventura: Pet Detective ,Comedy,1994
109045,"The Adventures of Priscilla, Queen of the Desert ",Comedy|Drama|Music,1994
109068,Airheads ,Comedy|Music|Crime,1994
109117,Andaz Apna Apna ,Comedy,1994
109127,Angels in the Outfield ,Comedy|Family|Fantasy|Sport,1994
109144,A.P.E.X. ,Action|Sci-Fi,1994
109190,Baby's Day Out ,Adventure|Comedy|Crime|Drama|Family,1994
109219,Barcelona ,Comedy|Drama|Romance,1994
109254,Beverly Hills Cop III ,Action|Comedy|Crime|Thriller,1994
109279,Black Beauty ,Adventure|Drama|Family|Romance,1994
109287,Blank Check ,Comedy|Family,1994
109303,Blown Away ,Action|Thriller,1994
109340,The Browning Version ,Drama,1994
109348,Bullets Over Broadway ,Comedy|Drama,1994
109357,C Blok ,Drama,1994
109368,Camilla ,Drama,1994
109369,Camp Nowhere ,Family|Adventure|Comedy,1994
109382,Caro diario ,Biography|Comedy|Drama,1993
109410,ChickenHawk ,Documentary|Crime,1994
109424,Chung Hing sam lam ,Drama|Mystery|Romance,1994
109444,Clear and Present Danger ,Action|Drama|Thriller,1994
109445,Clerks. ,Comedy,1994
109446,The Client ,Crime|Drama|Mystery|Thriller,1994
109447,Clifford ,Comedy,1994
109456,Color of Night ,Mystery|Romance|Thriller|Drama,1994
109484,"Corrina, Corrina ",Comedy|Drama|Romance,1994
109504,Crooklyn ,Comedy|Drama,1994
109506,The Crow ,Action|Fantasy|Thriller,1994
109508,Crumb ,Documentary|Biography,1994
109517,Cyborg Cop ,Action|Sci-Fi,1993
109520,D2: The Mighty Ducks ,Action|Comedy|Drama|Family|Sport,1994
109635,Disclosure ,Drama|Thriller,1994
109642,Dolores Claiborne ,Crime|Drama|Mystery|Thriller,1995
109676,Drop Zone ,Action|Thriller,1994
109686,Dumb & Dumber ,Comedy,1994
109688,Dung che sai duk ,Action|Drama,1994
109707,Ed Wood ,Biography|Comedy|Drama,1994
109830,Forrest Gump ,Drama|Romance,1994
109831,Four Weddings and a Funeral ,Comedy|Drama|Romance,1994
109890,The Getaway ,Action|Adventure|Crime|Drama|Romance|Thriller,1994
109891,Getting Even with Dad ,Comedy|Crime|Family,1994
109936,Greedy ,Comedy,1994
109951,Guarding Tess ,Comedy,1994
110005,Heavenly Creatures ,Biography|Crime|Drama|Fantasy,1994
110006,Heavy Weights ,Comedy|Drama|Family|Sport,1995
110008,Heisei tanuki gassen ponpoko ,Animation|Comedy|Drama|Fantasy,1994
110027,Highlander III: The Sorcerer ,Fantasy|Sci-Fi|Action,1994
110057,Hoop Dreams ,Documentary|Drama|Sport,1994
110064,House Party 3 ,Comedy|Music|Romance,1994
110066,Houseguest ,Comedy,1995
110074,The Hudsucker Proxy ,Comedy|Drama|Fantasy,1994
110081,Huozhe ,Drama|War,1994
110116,Immortal Beloved ,Biography|Drama|Music|Romance,1994
110146,Intersection ,Drama|Romance,1994
110148,Interview with the Vampire: The Vampire Chronicles ,Horror|Romance,1994
110157,Iron Will ,Adventure,1994
110167,It Could Happen to You ,Comedy|Drama|Romance,1994
110200,Jing wu ying xiong ,Action|Drama,1994
110207,Jonathan degli orsi ,Action|Western,1994
110216,Junior ,Comedy|Romance|Sci-Fi,1994
110265,Killing Zoe ,Crime|Drama|Thriller,1993
110308,The Last Seduction ,Crime|Thriller|Drama,1994
110322,Legends of the Fall ,Drama|Romance|War|Western,1994
110329,Leprechaun 2 ,Comedy|Fantasy|Horror,1994
110357,The Lion King ,Animation|Adventure|Drama|Family|Musical,1994
110363,Little Big League ,Comedy|Family|Sport,1994
110364,Little Giants ,Comedy|Family|Sport,1994
110365,Little Odessa ,Crime|Drama,1994
110367,Little Women ,Drama|Romance,1994
110377,London ,Documentary,1994
110395,Love and a .45 ,Action|Crime|Thriller,1994
110413,LÃ©on ,Crime|Drama|Thriller,1994
110428,The Madness of King George ,Biography|Comedy|Drama|History,1994
110443,Major Payne ,Comedy,1995
110475,The Mask ,Action|Comedy|Crime|Family|Fantasy|Romance,1994
110478,Maverick ,Action|Adventure|Comedy|Thriller|Western,1994
110490,Men of War ,Action|Drama|Thriller,1994
110527,Miracle on 34th Street ,Drama|Family|Fantasy,1994
110588,Mrs. Parker and the Vicious Circle ,Biography|Drama,1994
110598,Muriel's Wedding ,Comedy|Drama|Romance,1994
110604,Mute Witness ,Horror|Thriller,1994
110612,My Father the Hero ,Comedy|Romance,1994
110622,Naked Gun 33 1/3: The Final Insult ,Action|Comedy|Crime,1994
110631,Nattevagten ,Thriller,1994
110632,Natural Born Killers ,Crime|Drama|Thriller,1994
110657,The Next Karate Kid ,Action|Drama|Family|Romance|Sport,1994
110678,No Escape ,Action|Drama|Sci-Fi|Thriller,1994
110719,Okno v Parizh ,Comedy|Drama|Fantasy|Sci-Fi,1994
110729,Once Were Warriors ,Crime|Drama,1994
110737,Only You ,Comedy|Romance,1994
110759,PCU ,Comedy,1994
110771,The Paper ,Comedy|Drama,1994
110823,Phantasm III: Lord of the Dead ,Action|Horror|Sci-Fi,1994
110851,Plughead Rewired: Circuitry Man II ,Adventure|Sci-Fi,1994
110877,Il postino ,Biography|Comedy|Drama|Romance,1994
110882,Before the Rain ,Drama|War,1994
110889,Priest ,Drama,1994
110907,PrÃªt-Ã -Porter ,Comedy|Drama,1994
110912,Pulp Fiction ,Crime|Thriller,1994
110917,Una pura formalitÃ  ,Crime|Thriller,1994
110932,Quiz Show ,Drama|History,1994
110939,Radioland Murders ,Comedy|Crime|Drama|Musical|Mystery|Romance,1994
110950,Reality Bites ,Comedy|Drama|Romance,1994
110955,The Ref ,Comedy|Crime|Drama,1994
110971,Renaissance Man ,Comedy|Drama,1994
110978,The Return of the Texas Chainsaw Massacre ,Comedy|Horror|Thriller,1994
110989,RiÂ¢hie RiÂ¢h ,Comedy|Family,1994
110997,The River Wild ,Action|Adventure|Crime|Thriller,1994
111070,The Santa Clause ,Comedy|Drama|Family|Fantasy,1994
111094,The Scout ,Comedy|Drama|Sport,1994
111127,Serial Mom ,Comedy|Crime|Thriller,1994
111143,The Shadow ,Action|Adventure|Crime|Fantasy|Mystery|Thriller,1994
111149,Shallow Grave ,Crime|Thriller,1994
111161,The Shawshank Redemption ,Crime|Drama,1994
111194,A Simple Twist of Fate ,Drama|Comedy,1994
111255,The Specialist ,Action|Thriller,1994
111256,Speechless ,Comedy|Romance,1994
111257,Speed ,Action|Crime|Thriller,1994
111280,Star Trek: Generations ,Action|Adventure|Sci-Fi|Thriller,1994
111282,Stargate ,Action|Adventure|Sci-Fi,1994
111293,The StÃ¶ned Age ,Comedy|Music,1994
111301,Street Fighter ,Action|Comedy|Sci-Fi|Thriller,1994
111309,The Sum of Us ,Comedy|Drama,1994
111323,Surviving the Game ,Action|Adventure|Crime|Drama|Thriller,1994
111341,SÃ¡tÃ¡ntangÃ³ ,Comedy|Drama,1994
111408,That's Entertainment! III ,Documentary|Family|Musical,1994
111419,Thumbelina ,Animation|Family|Fantasy|Musical|Romance,1994
111438,Timecop ,Action|Romance|Sci-Fi|Thriller,1994
111470,Trading Mom ,Comedy|Family|Fantasy,1994
111495,Trois couleurs: Rouge ,Drama|Mystery|Romance,1994
111503,True Lies ,Action|Thriller,1994
111507,Trois couleurs: Blanc ,Comedy|Drama|Mystery|Romance,1994
111579,Utomlennye solntsem ,Drama|History,1994
111590,Vanya on 42nd Street ,Comedy|Drama|Romance,1994
111667,The War ,Drama,1994
111686,New Nightmare ,Horror|Mystery|Thriller,1994
111693,When a Man Loves a Woman ,Drama|Romance,1994
111742,Wolf ,Drama|Horror|Romance|Thriller,1994
111756,Wyatt Earp ,Action|Adventure|Biography|Romance|Western,1994
111797,Yin shi nan nu ,Comedy|Romance|Drama,1994
111825,Zero Tolerance ,Action|Thriller,1994
111845,Zire darakhatan zeyton ,Drama,1994
112255,3 Ninjas Knuckle Up ,Comedy|Action|Family,1995
112281,Ace Ventura: When Nature Calls ,Comedy,1995
112346,The American President ,Comedy|Drama|Romance,1995
112379,Antonia ,Comedy|Drama,1995
112384,Apollo 13 ,Drama|History,1995
112401,Assassins ,Action|Thriller|Crime,1995
112431,Babe ,Adventure|Comedy|Drama|Family|Fantasy,1995
112442,Bad Boys ,Action|Comedy|Crime|Drama|Thriller,1995
112445,Badkonake sefid ,Drama|Family,1995
112461,The Basketball Diaries ,Biography|Crime|Drama|Sport,1995
112462,Batman Forever ,Action|Adventure|Crime|Fantasy|Thriller,1995
112471,Before Sunrise ,Drama|Romance,1995
112476,Belmonte ,Biography,1995
112483,Best of the Best 3: No Turning Back ,Action|Crime|Drama|Thriller,1995
112508,Billy Madison ,Comedy,1995
112536,Bloodsport 2 ,Action|Sport,1996
112553,Bumbai ,Drama|Musical|Romance,1995
112572,The Brady Bunch Movie ,Comedy,1995
112573,Braveheart ,Action|Biography|Drama|History|War,1995
112579,The Bridges of Madison County ,Drama|Romance,1995
112602,Bushwhacked ,Adventure|Comedy|Crime|Family|Mystery,1995
112625,Candyman: Farewell to the Flesh ,Horror,1995
112637,Carrington ,Biography|Drama,1995
112641,Casino ,Biography|Crime|Drama,1995
112642,Casper ,Comedy|Family|Fantasy,1995
112651,The Celluloid Closet ,Documentary|History,1995
112682,La citÃ© des enfants perdus ,Adventure|Fantasy|Sci-Fi,1995
112691,Wallace and Gromit in A Close Shave ,Animation|Short|Comedy|Crime|Family,1995
112697,Clueless ,Comedy|Romance,1995
112715,Congo ,Action|Adventure|Mystery|Sci-Fi,1995
112722,Copycat ,Crime|Drama|Mystery|Thriller,1995
112740,Crimson Tide ,Action|Drama|Thriller,1995
112760,Cutthroat Island ,Action|Adventure|Comedy|Family|Romance,1995
112769,La cÃ©rÃ©monie ,Crime|Drama|Thriller,1995
112792,Dangerous Minds ,Biography|Crime|Drama|Thriller,1995
112817,Dead Man ,Drama|Fantasy|Western,1995
112818,Dead Man Walking ,Crime|Drama,1995
112819,Dead Presidents ,Crime|Drama|Thriller|War,1995
112851,Desperado ,Action|Crime|Thriller,1995
112857,Devil in a Blue Dress ,Crime|Drama|Mystery|Thriller,1995
112864,Die Hard: With a Vengeance ,Action|Crime|Thriller,1995
112870,Dilwale Dulhania Le Jayenge ,Comedy|Drama|Musical|Romance,1995
112883,Don Juan DeMarco ,Comedy|Drama|Romance,1994
112887,The Doom Generation ,Action|Comedy|Crime|Drama|Thriller,1995
112896,Dracula: Dead and Loving It ,Comedy|Horror|Thriller,1995
112913,Duo luo tian shi ,Crime|Drama|Romance,1995
112922,El dÃ­a de la bestia ,Action|Comedy|Crime|Horror|Thriller,1995
112950,Empire Records ,Comedy|Drama|Music,1995
113041,Father of the Bride Part II ,Comedy|Family|Romance,1995
113071,First Knight ,Adventure|Drama|Romance,1995
113074,Fist of the North Star ,Action|Fantasy|Sci-Fi|Thriller,1995
113080,Flirt ,Drama|Romance,1995
113083,La flor de mi secreto ,Drama,1995
113101,Four Rooms ,Comedy,1995
113114,Free Willy 2: The Adventure Home ,Family|Adventure|Drama,1995
113118,Friday ,Comedy|Drama,1995
113161,Get Shorty ,Comedy|Crime|Thriller,1995
113189,GoldenEye ,Action|Crime|Thriller,1995
113198,A Goofy Movie ,Animation|Adventure|Comedy|Family|Musical|Romance,1995
113228,Grumpier Old Men ,Comedy|Romance,1995
113243,Hackers ,Action|Crime|Drama|Thriller,1995
113247,La haine ,Drama,1995
113253,Halloween: The Curse of Michael Myers ,Horror|Thriller,1995
113277,Heat ,Action|Crime|Drama|Thriller,1995
113280,Heavy ,Drama|Romance,1995
113305,Higher Learning ,Drama|Romance|Sport,1995
113326,Hung fan kui ,Action|Comedy|Crime|Thriller,1995
113347,How to Make an American Quilt ,Comedy|Drama|Romance,1995
113360,The Hunted ,Action|Drama|Thriller,1995
113375,I.D. ,Crime|Drama,1995
113409,In the Mouth of Madness ,Horror|Mystery|Thriller,1994
113419,The Indian in the Cupboard ,Family|Adventure|Fantasy,1995
113451,Jade ,Action|Crime|Drama|Thriller,1995
113464,Jeffrey ,Comedy|Drama,1995
113481,Johnny Mnemonic ,Action|Sci-Fi,1995
113492,Judge Dredd ,Action|Crime|Sci-Fi|Thriller,1995
113497,Jumanji ,Adventure|Family|Fantasy|Thriller,1995
113501,Just Cause ,Crime|Drama|Mystery|Thriller,1995
113537,Kicking and Screaming ,Comedy|Drama|Romance,1995
113540,Kids ,Crime|Drama,1995
113552,Kiss of Death ,Action|Crime|Thriller,1995
113568,KÃ´kaku kidÃ´tai ,Animation|Action|Mystery|Sci-Fi|Thriller,1995
113581,Kun en pige ,Biography,1995
113613,The Last Supper ,Comedy|Crime|Drama|Thriller,1995
113627,Leaving Las Vegas ,Drama|Romance,1995
113634,Midnight in Saint Petersburg ,Thriller,1996
113649,Libertarias ,Drama|History|War,1996
113670,A Little Princess ,Drama|Family|Fantasy,1995
113690,Lord of Illusions ,Horror|Mystery|Thriller,1995
113749,Mallrats ,Comedy|Romance,1995
113799,MemorÃ®zu ,Animation|Fantasy|Sci-Fi|Thriller,1995
113819,Mighty Aphrodite ,Comedy|Fantasy|Romance,1995
113820,Mighty Morphin Power Rangers: The Movie ,Action|Adventure|Family|Sci-Fi|Thriller,1995
113824,Mimi wo sumaseba ,Animation|Drama|Family|Music|Romance,1995
113855,Mortal Kombat ,Action|Adventure|Fantasy|Sci-Fi|Thriller,1995
113862,Mr. Holland's Opus ,Drama|Music,1995
113870,Murder in the First ,Drama|Thriller,1995
113957,The Net ,Action|Crime|Drama|Mystery|Thriller,1995
113972,Nick of Time ,Crime|Drama|Thriller,1995
113986,Nine Months ,Comedy|Romance,1995
113987,Nixon ,Biography|Drama,1995
114008,Nothing to Lose ,Drama,1995
114011,Now and Then ,Comedy|Drama,1995
114055,Osobennosti natsionalnoy okhoty ,Comedy,1995
114057,Othello ,Drama|Romance,1995
114069,Outbreak ,Action|Drama|Horror|Thriller,1995
114086,Al di lÃ  delle nuvole ,Drama|Romance,1995
114126,Pik lik for ,Action|Comedy|Drama|Thriller,1995
114134,The Pillow Book ,Drama|Romance|Thriller,1996
114148,Pocahontas ,Animation|Adventure|Drama|Family|History|Musical|Romance,1995
114168,Powder ,Drama|Fantasy|Mystery|Sci-Fi|Thriller,1995
114193,Project: Metalbeast ,Drama|Horror|Sci-Fi,1995
114194,The Prophecy ,Horror|Thriller|Fantasy|Mystery,1995
114214,The Quick and the Dead ,Action|Thriller|Western,1995
114279,Richard III ,Drama|War,1995
114287,Rob Roy ,Action|Adventure|Biography,1995
114319,Sabrina ,Comedy|Drama,1995
114345,The Scarlet Letter ,Drama|Romance,1995
114367,Screamers ,Action|Adventure|Horror|Sci-Fi|Thriller,1995
114369,Se7en ,Crime|Mystery|Thriller,1995
114388,Sense and Sensibility ,Drama|Romance,1995
114436,Showgirls ,Drama,1995
114478,Smoke ,Comedy|Drama,1995
114496,Something to Talk About ,Comedy|Drama|Romance,1995
114508,Species ,Action|Horror|Sci-Fi,1995
114558,Strange Days ,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995
114563,SutorÃ®to FaitÃ¢ II gekijÃ´-ban ,Animation|Action|Adventure|Fantasy|Sci-Fi,1994
114578,Sukiyaki ,,1995
114594,Swimming with Sharks ,Comedy|Crime|Drama|Thriller,1994
114608,Tales from the Crypt: Demon Knight ,Comedy|Horror|Thriller,1995
114609,Tales from the Hood ,Horror|Thriller,1995
114614,Tank Girl ,Action|Comedy|Sci-Fi,1995
114660,Things to Do in Denver When You're Dead ,Crime|Drama,1995
114671,Land and Freedom ,Drama|War,1995
114681,To Die For ,Comedy|Crime|Drama,1995
114682,"To Wong Foo Thanks for Everything, Julie Newmar ",Comedy,1995
114694,Tommy Boy ,Comedy,1995
114709,Toy Story ,Animation|Adventure|Comedy|Family|Fantasy,1995
114746,Twelve Monkeys ,Mystery|Sci-Fi|Thriller,1995
114781,Under Siege 2: Dark Territory ,Action|Thriller,1995
114787,Underground ,Comedy|Drama|War,1995
114788,Underneath ,Crime|Drama|Thriller,1995
114808,L'uomo delle stelle ,Drama|Romance,1995
114814,The Usual Suspects ,Crime|Drama|Mystery|Thriller,1995
114825,Vampire in Brooklyn ,Comedy|Horror|Romance,1995
114844,Viaggi di nozze ,Comedy,1995
114852,Village of the Damned ,Horror|Sci-Fi|Thriller,1995
114857,Virtuosity ,Action|Crime|Sci-Fi|Thriller,1995
114898,Waterworld ,Action|Adventure|Sci-Fi|Thriller,1995
114906,Welcome to the Dollhouse ,Comedy|Drama,1995
114924,While You Were Sleeping ,Comedy|Drama|Romance,1995
115438,2 Days in the Valley ,Comedy|Crime,1996
115571,The Arrival ,Sci-Fi|Thriller|Mystery|Action,1996
115580,The Associate ,Comedy,1996
115624,Barb Wire ,Action|Sci-Fi,1996
115632,Basquiat ,Biography|Drama,1996
115639,Beautiful Girls ,Drama|Comedy|Romance,1996
115640,Beautiful Thing ,Comedy|Drama|Romance,1996
115644,Bed of Roses ,Romance|Drama,1996
115665,Sip si 32 dou ,Action|Drama|Thriller,1996
115678,Big Night ,Drama,1996
115683,Bio-Dome ,Comedy,1996
115685,The Birdcage ,Comedy,1996
115693,Hak hap ,Action|Adventure|Comedy|Crime|Sci-Fi|Thriller,1996
115697,Black Sheep ,Comedy,1996
115734,Bottle Rocket ,Comedy|Crime,1996
115736,Bound ,Crime|Drama|Thriller,1996
115741,Boyfriends ,Comedy,1996
115744,Brassed Off ,Comedy|Drama|Romance,1996
115751,Breaking the Waves ,Drama|Romance,1996
115759,Broken Arrow ,Action|Thriller,1996
115766,The Bruce ,,1996
115781,Bullet ,Action|Crime|Drama,1996
115783,Bulletproof ,Action|Adventure|Comedy|Crime,1996
115798,The Cable Guy ,Comedy|Drama,1996
115813,Campfire Tales ,Horror,1997
115819,Alferd Packer: The Musical ,Biography|Comedy|Musical|Thriller|Western,1993
115851,Celtic Pride ,Comedy|Sport,1996
115857,Chain Reaction ,Action|Drama|Sci-Fi|Thriller,1996
115907,City Hall ,Drama|Thriller,1996
115956,Courage Under Fire ,Drama|Mystery|Thriller|War,1996
115963,The Craft ,Drama|Fantasy|Horror|Thriller,1996
115964,Crash ,Drama,1996
115986,The Crow: City of Angels ,Action|Fantasy|Thriller|Crime,1996
115988,The Crucible ,Drama|History,1996
116000,D3: The Mighty Ducks ,Action|Comedy|Drama|Family|Sport,1996
116040,Daylight ,Action|Adventure|Thriller,1996
116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood ,Comedy|Crime,1996
116130,Down Periscope ,Comedy,1996
116136,DragonHeart ,Action|Adventure|Drama|Fantasy,1996
116151,Dunston Checks In ,Comedy|Adventure|Family,1996
116165,Ed ,Comedy|Family|Sport,1996
116191,Emma ,Comedy|Romance,1996
116209,The English Patient ,Drama|Romance|War,1996
116213,Eraser ,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1996
116225,Escape from L.A. ,Action|Adventure|Sci-Fi|Thriller,1996
116231,Eskiya ,Crime|Drama|Thriller,1996
116242,Everyone Says I Love You ,Comedy|Musical|Romance,1996
116250,Evita ,Biography|Drama|History|Musical|Thriller,1996
116253,Critical Decision ,Action|Adventure|Thriller,1996
116260,Eye for an Eye ,Crime|Drama|Thriller,1996
116277,The Fan ,Drama|Sport|Thriller,1996
116282,Fargo ,Crime|Drama,1996
116287,Fear ,Drama|Thriller,1996
116289,Feeling Minnesota ,Comedy|Crime|Drama|Romance,1996
116298,Fetishes ,Documentary,1996
116312,Fei hu ,Drama|Action,1996
116313,The First Wives Club ,Comedy,1996
116324,Flirting with Disaster ,Comedy,1996
116329,Fly Away Home ,Adventure|Drama|Family,1996
116353,Foxfire ,Drama,1996
116365,The Frighteners ,Comedy|Horror,1996
116367,From Dusk Till Dawn ,Action|Crime|Horror,1996
116409,The Ghost and the Darkness ,Adventure|Drama|Thriller,1996
116421,The Glimmer Man ,Action|Comedy|Crime|Drama|Thriller,1996
116477,Hamlet ,Crime|Drama|Romance|Thriller,1996
116483,Happy Gilmore ,Comedy|Romance|Sport,1996
116514,Hellraiser: Bloodline ,Horror|Sci-Fi,1996
116571,House Arrest ,Comedy|Family,1996
116583,The Hunchback of Notre Dame ,Animation|Drama|Family|Musical|Romance,1996
116621,In Love and War ,Biography|Drama|Romance|War,1996
116629,Independence Day ,Action|Adventure|Sci-Fi|Thriller,1996
116650,Irma Vep ,Comedy|Drama,1996
116654,The Island of Dr. Moreau ,Action|Horror|Sci-Fi|Thriller,1996
116669,Jack ,Comedy|Drama|Fantasy,1996
116676,Le jaguar ,Adventure,1996
116683,James and the Giant Peach ,Animation|Adventure|Family|Fantasy|Musical,1996
116695,Jerry Maguire ,Comedy|Drama|Romance|Sport,1996
116704,Ging chaat goo si 4: Ji gaan daan yam mo ,Action|Adventure|Comedy|Crime|Drama|Thriller,1996
116705,Jingle All the Way ,Comedy|Family,1996
116707,Joe's Apartment ,Comedy|Fantasy|Musical|Sci-Fi,1996
116714,Johns ,Drama,1996
116736,JÃ¤garna ,Crime|Drama|Thriller,1996
116767,Kizzu ritÃ¢n ,Drama,1996
116778,Kingpin ,Comedy|Sport,1996
116790,Kolja ,Comedy|Drama|Music,1996
116830,Last Man Standing ,Action|Crime|Drama|Thriller|Western,1996
116908,The Long Kiss Goodnight ,Action|Crime|Drama|Mystery|Thriller,1996
116922,Lost Highway ,Drama|Mystery|Thriller,1997
116996,Mars Attacks! ,Action|Comedy|Sci-Fi,1996
116999,Marvin's Room ,Drama,1996
117008,Matilda ,Comedy|Family|Fantasy|Sci-Fi,1996
117038,Michael ,Comedy|Drama|Fantasy,1996
117039,Michael Collins ,Biography|Drama|Thriller|War,1996
117040,Microcosmos: Le peuple de l'herbe ,Documentary,1996
117056,Ayneh ,Drama,1997
117057,The Mirror Has Two Faces ,Comedy|Drama|Romance,1996
117060,Mission: Impossible ,Action|Adventure|Thriller,1996
117091,Mother ,Comedy|Drama,1996
117104,Mrs. Winterbourne ,Comedy|Drama|Romance,1996
117108,Multiplicity ,Comedy|Romance|Sci-Fi,1996
117119,My Fellow Americans ,Adventure|Comedy,1996
117128,Mystery Science Theater 3000: The Movie ,Comedy|Sci-Fi,1996
117196,Nobody's Business ,Documentary,1996
117214,Nun va Goldoon ,Comedy|Drama,1996
117247,One Fine Day ,Comedy|Drama|Romance,1996
117260,Original Gangstas ,Action|Crime|Drama|Thriller,1996
117283,The Pallbearer ,Comedy|Romance,1996
117318,The People vs. Larry Flynt ,Biography|Drama,1996
117333,Phenomenon ,Drama|Fantasy|Romance|Sci-Fi,1996
117359,Ponette ,Drama,1996
117381,Primal Fear ,Crime|Drama|Mystery|Thriller,1996
117398,La promesse ,Drama,1996
117407,Pusher ,Crime|Thriller,1996
117420,The Quest ,Action|Adventure|Thriller,1996
117438,Ransom ,Crime|Thriller,1996
117473,The Rich Man's Wife ,Thriller,1996
117500,The Rock ,Action|Adventure|Thriller,1996
117509,Romeo + Juliet ,Drama|Romance,1996
117561,Schizopolis ,Comedy|Fantasy|Mystery,1996
117571,Scream ,Crime|Horror|Mystery|Thriller,1996
117589,Secrets & Lies ,Drama,1996
117608,Sgt. Bilko ,Comedy,1996
117631,Shine ,Biography|Drama|Music|Romance,1996
117665,Sleepers ,Crime|Drama|Thriller,1996
117666,Sling Blade ,Drama,1996
117690,Some Mother's Son ,Drama|History,1996
117705,Space Jam ,Animation|Adventure|Comedy|Family|Sci-Fi|Sport,1996
117715,Spiklenci slasti ,Animation|Comedy,1996
117723,Spy Hard ,Comedy|Action,1996
117731,Star Trek: First Contact ,Action|Adventure|Sci-Fi|Thriller,1996
117768,The Stupids ,Comedy|Adventure,1996
117774,The Substitute ,Action|Crime|Drama|Thriller,1996
117784,Sunset Park ,Drama|Sport,1996
117786,Yat goh ho yan ,Action|Comedy|Crime,1997
117791,Surviving Picasso ,Biography|Drama|Romance,1996
117802,Swingers ,Comedy|Drama,1996
117826,Bordello of Blood ,Horror|Comedy,1996
117883,Tesis ,Mystery|Thriller,1996
117887,That Thing You Do! ,Comedy|Drama|Music,1996
117891,A Thin Line Between Love and Hate ,Comedy|Thriller|Crime|Romance,1996
117894,Thinner ,Horror|Thriller,1996
117905,Tian mi mi ,Drama|Romance,1996
117913,A Time to Kill ,Crime|Drama|Thriller,1996
117918,Tin Cup ,Comedy|Drama|Romance|Sport,1996
117951,Trainspotting ,Crime|Drama,1996
117958,Trees Lounge ,Comedy|Drama,1996
117959,La tregua ,Drama|History|War,1997
117979,The Truth About Cats & Dogs ,Comedy|Romance,1996
117998,Twister ,Action|Adventure|Drama|Thriller,1996
118040,Unforgettable ,Sci-Fi|Thriller|Mystery,1996
118055,Up Close & Personal ,Drama|Romance,1996
118064,The Van ,Comedy|Drama,1996
118158,White Squall ,Adventure|Drama,1996
118539,3 Ninjas: High Noon at Mega Mountain ,Action|Adventure|Comedy|Family,1998
118548,Absolute Power ,Crime|Drama|Thriller,1997
118571,Air Force One ,Action|Adventure|Drama|Thriller,1997
118583,Alien: Resurrection ,Action|Sci-Fi|Thriller,1997
118615,Anaconda ,Adventure|Thriller,1997
118617,Anastasia ,Animation|Adventure|Drama|Family|Fantasy|Musical,1997
118636,Apt Pupil ,Drama|Thriller,1998
118655,Austin Powers: International Man of Mystery ,Comedy|Crime,1997
118663,B*A*P*S ,Comedy,1997
118688,Batman & Robin ,Action|Crime|Fantasy,1997
118689,Bean ,Comedy|Family,1997
118694,Fa yeung nin wa ,Drama|Romance,2000
118698,Bent ,Drama|History|Romance|War,1997
118705,A Better Place ,Drama,1997
118715,The Big Lebowski ,Comedy|Crime,1998
118744,Hush ,Drama|Thriller,1998
118747,Blues Brothers 2000 ,Action|Comedy|Crime|Music,1998
118749,Boogie Nights ,Drama,1997
118750,Booty Call ,Comedy|Romance,1997
118755,The Borrowers ,Comedy|Family|Fantasy,1997
118760,The Boxer ,Drama|Sport,1997
118768,The Brave ,Drama,1997
118771,Breakdown ,Crime|Mystery|Thriller,1997
118789,Buffalo '66 ,Comedy|Crime|Drama|Romance,1998
118798,Bulworth ,Comedy|Drama|Romance,1998
118799,La vita Ã¨ bella ,Comedy|Drama|Romance|War,1997
118804,The Butcher Boy ,Comedy|Drama,1997
118818,Career Girls ,Drama,1997
118819,Carne trÃ©mula ,Drama,1997
118836,Chairman of the Board ,Comedy,1998
118842,Chasing Amy ,Comedy|Drama|Romance,1997
118843,"Crna macka, beli macor ",Comedy|Music|Romance,1998
118845,Chun gwong cha sit ,Drama|Romance,1997
118849,Bacheha-Ye aseman ,Drama|Family,1997
118852,Chinese Coffee ,Drama,2000
118880,Con Air ,Action|Crime|Thriller,1997
118883,Conspiracy Theory ,Action|Crime|Mystery|Romance|Thriller,1997
118884,Contact ,Drama|Mystery|Sci-Fi|Thriller,1997
